日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-22 11:28:14,2209.558,艾佳甑选百货,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260422_105124_216a9b5b\downloads\艾佳甑选百货_DL202604221128081648366116.csv,是
2026-04-22 11:28:18,2213.129,艾佳甑选百货,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-22 11:28:22,2217.192,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-22 11:28:24,2219.052,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-22 11:28:38,2232.766,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-22 11:28:39,2234.257,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-22 11:28:53,2248.016,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-22 11:28:53,2248.604,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-22 11:29:00,2255.170,艾佳甑选百货,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260422_105124_216a9b5b\downloads\艾佳甑选百货_售后单-2026-04-22 11_29_00.xlsx,是
2026-04-22 11:29:03,2258.368,艾佳甑选百货,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1796178165913612&ct=1&dr=2026-04-21%2C2026-04-21&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-22 11:29:08,2263.631,艾佳甑选百货,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-22 11:29:12,2267.387,艾佳甑选百货,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,50.00  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-22 11:29:13,2268.272,艾佳甑选百货,qianchuan_home_cost_roi,field,净成交ROI,extract:text,0.00  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-22 11:29:14,2268.710,艾佳甑选百货,qianchuan_home_cost_roi,field,净成交订单数,extract:text,0  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-22 11:29:15,2269.915,念念饰品供应链,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-22 11:29:29,2283.979,念念饰品供应链,globalAccountLoop,account,switch,switchAccount,已切换店铺: 念念饰品供应链（CSS 流程）,是
2026-04-22 11:29:33,2288.633,念念饰品供应链,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-22 11:29:45,2300.188,念念饰品供应链,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥0.00
昨日
¥0.00
同行基准
¥1.74万
用户支付金额
¥0.00
昨日
¥0.00
同行基准
¥1.67万
客单价
-
昨日
-
成交订单数
-
昨日
-
结算金额
¥0.00
昨日
¥0.00
同行基准
¥1.51万
商品曝光人数
2,416
昨日
8,454
同行基准
2.89万
商品点击人数
100
昨日
378
同行基准
3,697
成交人数
0
昨日
0
同行基准
559
退款金额（退款时间）
¥0.00
昨日
¥26.64
同行顶尖
¥327.8
退款金额（支付时间）
¥0.00
昨日
-
同行顶尖
¥0
退款率（支付时间）
0%
昨日
0%
同行顶尖
0%
成交退款金额（退款时间）
¥0.00
昨日
¥36.38
同行顶尖
¥329.09
退款订单数（退款时间）
-
昨日
-
退款订单数（支付时间）
-
昨日
-
商品曝光-点击转化率（人数）
4.14%
昨日
4.47%
同行基准
10.72%
商品点击-成交转化率（人数）
0%
昨日
0%
同行基准
14.15%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-22 11:29:47,2301.791,念念饰品供应链,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
