日志时间,自运行起秒,步骤耗时_ms,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-25 08:45:58,6350.917,670.45,饰界发饰屋,pdd_login_switch,interaction,pdd_input_username_current_account,input,#usernameId <- account_username,是
2026-04-25 08:45:58,6351.498,581.85,饰界发饰屋,pdd_login_switch,interaction,pdd_click_login_submit,click,#root > div.pdd-app-skeleton > div > div > main > div > section.login-content > div > div > div > div.password-section > section > div > div > button,是
2026-04-25 08:46:03,6355.883,4384.45,饰界发饰屋,pdd_aftersale_export,nav,goto,open_url,https://mms.pinduoduo.com/print/after-sale-list,是
2026-04-25 08:46:10,6363.008,7125.02,饰界发饰屋,pdd_aftersale_export,interaction,pdd_close_print_ad_modal,click,div[class*='MmsUiPosterModal___closeIcon'],是
2026-04-25 08:46:11,6364.455,1447.54,饰界发饰屋,pdd_aftersale_export,interaction,pdd_aftersale_time_type,selectFilter,已选择「售后申请时间」（候选: 售后申请时间）,是
2026-04-25 08:46:12,6364.955,499.15,饰界发饰屋,pdd_aftersale_export,interaction,pdd_aftersale_query,click,button:has-text('查询'),是
2026-04-25 08:46:13,6366.371,1416.29,饰界发饰屋,pdd_aftersale_export,interaction,pdd_aftersale_open_download_menu,click,button:has-text('下载数据'),是
2026-04-25 08:46:16,6369.189,2818.00,饰界发饰屋,pdd_aftersale_export,interaction,export_pdd_aftersale_query_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\拼多多数据提取_20260425_070006_5a34765b\downloads\拼多多数据提取_1_2026-04-24\饰界发饰屋_售后单_raw_2026-04-24.xlsx,是
2026-04-25 08:46:19,6372.059,2870.29,饰界发饰屋,pdd_trade_data_operation,nav,goto,open_url,https://mms.pinduoduo.com/sycm/stores_data/operation?dateFlag=0,是
2026-04-25 08:46:26,6379.735,7676.09,饰界发饰屋,pdd_trade_data_operation,interaction,pdd_trade_scroll_to_bottom_before_page_size,scroll,window:end,是
2026-04-25 08:47:55,6468.535,88799.42,饰界发饰屋,pdd_trade_data_operation,interaction,pdd_trade_table_page_size_open,click,#mf-mms-sycm-container div[class*='select']:has-text('10'),是
2026-04-25 08:48:18,6491.129,22593.99,饰界发饰屋,pdd_trade_data_operation,interaction,pdd_trade_table_page_size_50,click,li[role='option']:has-text('50'),是
2026-04-25 08:48:57,6530.347,39217.98,饰界发饰屋,pdd_trade_data_operation,field,成交金额,extract:tableColumnAgg,1726.21  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col1 n=28 p=1 sum,是
2026-04-25 08:49:33,6566.639,36292.33,饰界发饰屋,pdd_trade_data_operation,field,成交订单数,extract:tableColumnAgg,419  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col2 n=28 p=1 sum,是
2026-04-25 08:50:10,6602.954,36315.28,饰界发饰屋,pdd_trade_data_operation,field,成交买家数,extract:tableColumnAgg,416.00  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col3 n=28 p=1 sum,是
2026-04-25 08:50:10,6603.218,263.35,饰界发饰屋,pdd_trade_data_operation,field,客单价,extract:computedDivide,4.15  ← computedDivide:pdd_trade_amount/pdd_trade_buyer_count,是
2026-04-25 08:50:10,6603.593,375.66,饰界发饰屋,pdd_promotion_overview,nav,goto,open_url,https://yingxiao.pinduoduo.com/goods/report/promotion/overView?beginDate=2026-04-24&endDate=2026-04-24&msfrom=mms_sidenav,是
