日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-21 10:28:47,1663.120,无糖发饰供应链,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥1,530.45
昨日
¥4,340.46
同行基准
¥4,109
用户支付金额
¥1,309.09
昨日
¥3,611.70
同行基准
¥3,856.17
客单价
¥4.59
昨日
¥4.27
同行基准
¥20.47
成交订单数
296
昨日
912
同行标杆
888
结算金额
¥1,455.26
昨日
¥3,987.15
同行基准
¥3,616.8
商品曝光人数
6.97
万
昨日
17.6万
同行标杆
19.87万
商品点击人数
2,737
昨日
7,637
同行标杆
6,495
成交人数
285
昨日
845
同行标杆
732
退款金额（退款时间）
¥115.59
昨日
¥382.94
同行顶尖
¥0
退款金额（支付时间）
¥66.21
昨日
¥307.75
同行顶尖
¥0
退款率（支付时间）
5.06%
昨日
8.52%
同行顶尖
0%
成交退款金额（退款时间）
¥127.57
昨日
¥430.78
同行顶尖
¥0
退款订单数（退款时间）
30
昨日
83
同行标杆
12
退款订单数（支付时间）
19
昨日
65
同行标杆
3
商品曝光-点击转化率（人数）
3.93%
昨日
4.34%
同行基准
5.96%
商品点击-成交转化率（人数）
10.41%
昨日
11.06%
同行基准
12.04%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-21 10:28:49,1664.641,无糖发饰供应链,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-21 10:28:55,1671.325,无糖发饰供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-20,是
2026-04-21 10:29:01,1676.850,无糖发饰供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-21 10:29:02,1678.087,无糖发饰供应链,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-21 10:29:05,1680.808,无糖发饰供应链,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-21 10:29:57,1733.220,无糖发饰供应链,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260421_100103_d80a469a\downloads\无糖发饰供应链_DL202604211029039596055553.csv,是
2026-04-21 10:30:01,1736.753,无糖发饰供应链,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-21 10:30:04,1740.070,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-21 10:30:06,1741.947,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-21 10:30:16,1751.623,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-21 10:30:17,1753.068,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-21 10:30:27,1762.799,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-21 10:30:27,1763.323,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-21 10:30:34,1769.862,无糖发饰供应链,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260421_100103_d80a469a\downloads\无糖发饰供应链_售后单-2026-04-21 10_30_34.xlsx,是
2026-04-21 10:30:37,1773.037,无糖发饰供应链,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1838244156864519&ct=1&dr=2026-04-20%2C2026-04-20&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-21 10:30:42,1778.229,无糖发饰供应链,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-21 10:30:46,1781.996,无糖发饰供应链,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,37.71  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
