日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-21 07:25:43,1531.635,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_acct_type_扣款,click,"xpath=(//div[contains(@class,'Container_container')]//div[contains(@class,'TAB_outerWrapper')]//div[contains(@class,'TAB_content')]/div/div[1]/div//label[.//*[contains(@class,'CBX_textWrapper')][normalize-space()='扣款']])[1]",是
2026-04-21 07:25:44,1532.119,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_acct_type_其他服务,click,"xpath=(//div[contains(@class,'Container_container')]//div[contains(@class,'TAB_outerWrapper')]//div[contains(@class,'TAB_content')]/div/div[1]/div//label[.//*[contains(@class,'CBX_textWrapper')][normalize-space()='其他服务']])[1]",是
2026-04-21 07:25:44,1532.604,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_acct_type_其他,click,"xpath=(//div[contains(@class,'Container_container')]//div[contains(@class,'TAB_outerWrapper')]//div[contains(@class,'TAB_content')]/div/div[1]/div//label[.//*[contains(@class,'CBX_textWrapper')][normalize-space()='其他']])[1]",是
2026-04-21 07:25:45,1533.121,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_acct_type_分账,click,"xpath=(//div[contains(@class,'Container_container')]//div[contains(@class,'TAB_outerWrapper')]//div[contains(@class,'TAB_content')]/div/div[1]/div//label[.//*[contains(@class,'CBX_textWrapper')][normalize-space()='分账']])[1]",是
2026-04-21 07:25:45,1533.599,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_acct_type_服务消费,click,"xpath=(//div[contains(@class,'Container_container')]//div[contains(@class,'TAB_outerWrapper')]//div[contains(@class,'TAB_content')]/div/div[1]/div//label[.//*[contains(@class,'CBX_textWrapper')][normalize-space()='服务消费']])[1]",是
2026-04-21 07:25:46,1534.072,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,pdd_cashier_query,click,#root div[class*='Container_container'] button:has-text('查询'),是
2026-04-21 07:25:53,1541.930,小胡的网店3621,pdd_cashier_bills_reconcile,interaction,export_pdd_cashier_balance,click+download,D:\Program Files (x86)\fff2_dianshang\output\crawl\pdd_default_20260421_070011\拼多多数据提取_1_2026-04-20\小胡的网店3621_对账_2026-04-20_raw.zip,是
2026-04-21 07:25:57,1545.762,彬少家的小铺7543,globalAccountLoop,nav,goto,open_url,https://mms.pinduoduo.com/login/,是
2026-04-21 07:25:57,1545.768,彬少家的小铺7543,globalAccountLoop,account,switch,switchAccount,globalAccountLoop：锚点无需 UI 切店（如拼多多：店铺轮次由 pageIds 内登录与业务页完成）,是
2026-04-21 07:25:58,1546.233,彬少家的小铺7543,pdd_login_switch,nav,goto,skip_same_url,https://mms.pinduoduo.com/login/,是
2026-04-21 07:25:59,1547.626,彬少家的小铺7543,pdd_login_switch,interaction,pdd_login_tab_account,click,#root > div.pdd-app-skeleton > div > div > main > div > section.login-content > div > div > div > div.login-tab > div > div > div:nth-child(2),是
2026-04-21 07:26:00,1548.296,彬少家的小铺7543,pdd_login_switch,interaction,pdd_input_username_current_account,input,#usernameId <- account_username,是
2026-04-21 07:26:00,1548.847,彬少家的小铺7543,pdd_login_switch,interaction,pdd_click_login_submit,click,#root > div.pdd-app-skeleton > div > div > main > div > section.login-content > div > div > div > div.password-section > section > div > div > button,是
2026-04-21 07:26:05,1553.223,彬少家的小铺7543,pdd_aftersale_export,nav,goto,open_url,https://mms.pinduoduo.com/print/after-sale-list,是
2026-04-21 07:26:12,1560.415,彬少家的小铺7543,pdd_aftersale_export,interaction,pdd_close_print_ad_modal,click,body > div.MDL_outerWrapper_5-174-0.MDL_modal_5-174-0.MDL_showCloseIcon_5-174-0 > div > div > div.MmsUiPosterModal___closeIcon___3pAxJ2-149-0-feature30424-1 > div,是
2026-04-21 07:26:13,1561.843,彬少家的小铺7543,pdd_aftersale_export,interaction,pdd_aftersale_time_type,selectFilter,已选择「售后申请时间」（候选: 售后申请时间）,是
2026-04-21 07:26:14,1562.317,彬少家的小铺7543,pdd_aftersale_export,interaction,pdd_aftersale_query,click,button:has-text('查询'),是
2026-04-21 07:26:15,1563.816,彬少家的小铺7543,pdd_aftersale_export,interaction,pdd_aftersale_open_download_menu,click,button:has-text('下载数据'),是
2026-04-21 07:26:18,1566.145,彬少家的小铺7543,pdd_aftersale_export,interaction,export_pdd_aftersale_query_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\crawl\pdd_default_20260421_070011\拼多多数据提取_1_2026-04-20\彬少家的小铺7543_售后单_raw_2026-04-20.xlsx,是
2026-04-21 07:26:21,1569.008,彬少家的小铺7543,pdd_trade_data_operation,nav,goto,open_url,https://mms.pinduoduo.com/sycm/stores_data/operation?dateFlag=0,是
2026-04-21 07:26:27,1575.177,彬少家的小铺7543,pdd_trade_data_operation,interaction,pdd_trade_scroll_to_bottom_before_page_size,scroll,window:end,是
2026-04-21 07:26:39,1587.719,彬少家的小铺7543,pdd_trade_data_operation,interaction,pdd_trade_table_page_size_open,click,#mf-mms-sycm-container div[class*='select']:has-text('10'),是
2026-04-21 07:26:44,1592.182,彬少家的小铺7543,pdd_trade_data_operation,interaction,pdd_trade_table_page_size_50,click,li[role='option']:has-text('50'),是
2026-04-21 07:27:23,1631.240,彬少家的小铺7543,pdd_trade_data_operation,field,成交金额,extract:tableColumnAgg,348.86  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col1 n=23 p=1 sum,是
2026-04-21 07:27:59,1667.537,彬少家的小铺7543,pdd_trade_data_operation,field,成交订单数,extract:tableColumnAgg,80  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col2 n=23 p=1 sum,是
2026-04-21 07:28:35,1703.831,彬少家的小铺7543,pdd_trade_data_operation,field,成交买家数,extract:tableColumnAgg,74.00  ← tableColumnAgg:#mf-mms-sycm-container > div > div > div > div:nth-child(5) > div.TB_outerWrapper_5-158-0.TB_bordered_5-158-0.TB_notTree#col3 n=23 p=1 sum,是
2026-04-21 07:28:36,1704.107,彬少家的小铺7543,pdd_trade_data_operation,field,客单价,extract:computedDivide,4.71  ← computedDivide:pdd_trade_amount/pdd_trade_buyer_count,是
2026-04-21 07:28:36,1704.494,彬少家的小铺7543,pdd_promotion_overview,nav,goto,open_url,https://yingxiao.pinduoduo.com/goods/report/promotion/overView?beginDate=2026-04-20&endDate=2026-04-20&msfrom=mms_sidenav,是
2026-04-21 07:28:40,1708.835,彬少家的小铺7543,pdd_promotion_overview,interaction,pdd_overview_switch_to_table,click,#page-container div[class*='TabRow_radioWrap'] label:has-text('表格'),是
2026-04-21 07:28:42,1710.537,彬少家的小铺7543,pdd_promotion_overview,interaction,pdd_overview_uncheck_compare_time,click,#page-container label.anq-checkbox-wrapper-checked:has-text('对比时间'),是
2026-04-21 07:28:45,1713.863,彬少家的小铺7543,pdd_promotion_overview,field,成本花费(元),extract:tableTotalByHeader,2.88  ← tableTotalByHeader:#page-container > div > div.OverviewInternal_contentWrapper__QeUQR > div > div.ReportOverview_wrap__oJSxK > div:nth-chil#col1 row=firstBodyRow hdr=成交花费(元),是
