日志时间,自运行起秒,步骤耗时_ms,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-24 13:13:43,1001.738,5736.88,TOP居家日用,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-24 13:14:20,1038.735,36997.17,TOP居家日用,fxg_mshop_home,interaction,fxg_home_close_desktop_ad,click,"Locator.wait_for: Timeout 3500ms exceeded.
Call log:
  - waiting for locator(""div[role='dialog'] .auxo-modal-close-x"").first to be visible
",否
2026-04-24 13:14:23,1041.666,2930.76,TOP居家日用,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥756.42
昨日
¥1,600.93
同行标杆
¥1,827.1
用户支付金额
¥642.98
昨日
¥1,418.82
同行标杆
¥1,681.7
客单价
¥4.43
昨日
¥4.83
同行基准
¥16.11
成交订单数
149
昨日
331
同行标杆
177
结算金额
¥714.77
昨日
¥1,515.64
同行标杆
¥1,645
商品曝光人数
4.95
万
昨日
5.73万
同行顶尖
99.48万
商品点击人数
1,441
昨日
2,951
同行标杆
1,642
成交人数
145
昨日
294
同行顶尖
1,475
退款金额（退款时间）
¥57.82
昨日
¥136.61
同行标杆
¥16.1
退款金额（支付时间）
¥36.13
昨日
¥79.71
同行标杆
¥0
退款率（支付时间）
5.62%
昨日
5.62%
同行标杆
0%
成交退款金额（退款时间）
¥67.08
昨日
¥144.19
同行标杆
¥16.9
退款订单数（退款时间）
21
昨日
35
同行基准
7
退款订单数（支付时间）
12
昨日
20
同行基准
4
商品曝光-点击转化率（人数）
2.91%
昨日
5.15%
同行基准
5.21%
商品点击-成交转化率（人数）
10.06%
昨日
9.96%
同行标杆
21.77%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-24 13:14:25,1043.169,1502.85,TOP居家日用,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-24 13:14:32,1050.595,7426.78,TOP居家日用,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-23,是
2026-04-24 13:14:38,1056.112,5516.55,TOP居家日用,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-24 13:14:39,1057.136,1023.92,TOP居家日用,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-24 13:14:41,1059.842,2706.29,TOP居家日用,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-24 13:14:44,1062.372,2530.21,TOP居家日用,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260424_125701_e6a9e85a\downloads\TOP居家日用_DL202604241314396790648833.csv,是
2026-04-24 13:14:48,1066.092,3719.38,TOP居家日用,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
